Experiment	Z spectroscopy	
Saved Date	16.02.2019 17:35:14	
User		
X (m)	75.6695E-9	
Y (m)	15.3828E-9	
Z (m)	-16.9806E-9	
Z offset (m)	700E-12	
Z sweep distance (m)	1.12E-9	
Settling time (s)	10E-3	
Integration time (s)	60E-3	
Final Z (m)	N/A	
Start time	16.02.2019 17:33:53	
Filter type	None	
Order		
Cutoff frq		

[DATA]
Z rel (m)	Current (A)	Bias (V)	Z (m)	OC D1 Phase (deg)	OC D1 Amplitude (m)	OC M1 Freq. Shift (Hz)	OC M1 Excitation (V)	Current [bwd] (A)	Bias [bwd] (V)	Z [bwd] (m)	OC D1 Phase [bwd] (deg)	OC D1 Amplitude [bwd] (m)	OC M1 Freq. Shift [bwd] (Hz)	OC M1 Excitation [bwd] (V)
473.30662E-12	-245.58648E-15	0.0000000E+0	-16.507272E-9	-931.82844E-3	53.529233E-12	-623.48974E-3	136.41988E-6	-231.86097E-15	0.0000000E+0	-16.507272E-9	1.1338627E+0	53.137002E-12	-121.40295E-3	115.03340E-6
471.06213E-12	-247.18826E-15	0.0000000E+0	-16.509517E-9	654.90752E-3	54.316645E-12	-500.41533E-3	113.59761E-6	-225.05194E-15	0.0000000E+0	-16.509517E-9	1.5074602E+0	50.418152E-12	-135.79039E-3	153.51731E-6
468.81765E-12	-248.98847E-15	0.0000000E+0	-16.511761E-9	-3.6030281E+0	56.552072E-12	-931.92178E-3	73.029092E-6	-218.32795E-15	0.0000000E+0	-16.511761E-9	3.4912124E+0	51.997847E-12	-17.021766E-3	141.29079E-6
466.57317E-12	-230.27950E-15	0.0000000E+0	-16.514006E-9	1.7074182E+0	54.098472E-12	-512.99846E-3	75.609030E-6	-244.42853E-15	0.0000000E+0	-16.514006E-9	2.8203676E+0	51.492980E-12	-133.62348E-3	158.00768E-6
464.32866E-12	-237.45112E-15	0.0000000E+0	-16.516250E-9	596.82727E-3	42.594865E-12	-598.67507E-3	212.61726E-6	-217.44541E-15	0.0000000E+0	-16.516250E-9	2.1318142E+0	48.744848E-12	-230.13090E-3	184.74764E-6
462.08418E-12	-243.40848E-15	0.0000000E+0	-16.518495E-9	2.0089846E+0	40.262019E-12	-407.23658E-3	268.77172E-6	-236.62653E-15	0.0000000E+0	-16.518495E-9	2.2222602E+0	46.173232E-12	-301.84391E-3	204.49658E-6
459.83969E-12	-237.04327E-15	0.0000000E+0	-16.520739E-9	6.1146321E+0	44.782136E-12	13.444970E-3	247.66635E-6	-220.44968E-15	0.0000000E+0	-16.520739E-9	1.7594676E+0	50.219405E-12	-424.58698E-3	155.03402E-6
457.59521E-12	-232.44861E-15	0.0000000E+0	-16.522984E-9	1.9444025E+0	49.538772E-12	-209.30059E-3	210.41869E-6	-231.54493E-15	0.0000000E+0	-16.522984E-9	1.0432117E+0	51.047427E-12	-496.20873E-3	142.81171E-6
455.35070E-12	-242.24204E-15	0.0000000E+0	-16.525227E-9	4.1214466E+0	47.992641E-12	23.078620E-3	226.25251E-6	-240.36358E-15	0.0000000E+0	-16.525227E-9	1.2097083E+0	50.665978E-12	-496.42861E-3	152.34271E-6
453.10622E-12	-240.40207E-15	0.0000000E+0	-16.527473E-9	-4.4668016E+0	55.409264E-12	-709.71268E-3	144.71576E-6	-233.17378E-15	0.0000000E+0	-16.527473E-9	1.9820825E+0	49.374369E-12	-482.38984E-3	165.19257E-6
450.86174E-12	-248.96434E-15	0.0000000E+0	-16.529716E-9	142.14250E-3	56.109364E-12	-351.87021E-3	114.55149E-6	-229.33942E-15	0.0000000E+0	-16.529716E-9	-2.7833655E+0	50.202620E-12	-921.06825E-3	151.25789E-6
448.61725E-12	-235.91152E-15	0.0000000E+0	-16.531962E-9	-1.0289693E+0	55.884526E-12	-433.87070E-3	92.107090E-6	-234.00894E-15	0.0000000E+0	-16.531962E-9	-1.9814595E+0	56.458605E-12	-770.25914E-3	94.102375E-6
446.37277E-12	-245.41344E-15	0.0000000E+0	-16.534205E-9	-1.4319108E+0	54.512193E-12	-496.28171E-3	90.010450E-6	-236.55671E-15	0.0000000E+0	-16.534205E-9	61.242767E-3	52.697850E-12	-574.57411E-3	156.00178E-6
444.12826E-12	-226.00513E-15	0.0000000E+0	-16.536450E-9	762.12299E-3	49.937332E-12	-335.37114E-3	134.58551E-6	-220.90576E-15	0.0000000E+0	-16.536450E-9	1.8812547E+0	52.440250E-12	-483.07481E-3	166.29459E-6
441.88378E-12	-238.27229E-15	0.0000000E+0	-16.538696E-9	-2.9398911E+0	41.469897E-12	-670.96061E-3	245.13219E-6	-237.79676E-15	0.0000000E+0	-16.538696E-9	-1.3114933E+0	44.565913E-12	-783.41126E-3	250.19576E-6
439.63930E-12	-219.91618E-15	0.0000000E+0	-16.540939E-9	338.19693E-3	43.028227E-12	-408.84778E-3	256.64314E-6	-240.94699E-15	0.0000000E+0	-16.540939E-9	-655.56020E-3	47.620179E-12	-646.39419E-3	192.41564E-6
437.39481E-12	-250.22809E-15	0.0000000E+0	-16.543185E-9	-4.3825603E+0	46.844150E-12	-933.25096E-3	233.17421E-6	-249.04896E-15	0.0000000E+0	-16.543185E-9	-2.3732319E+0	51.950021E-12	-776.95364E-3	150.45177E-6
435.15030E-12	-251.73044E-15	0.0000000E+0	-16.545428E-9	-2.5076711E+0	49.031043E-12	-842.64350E-3	215.94629E-6	-223.15528E-15	0.0000000E+0	-16.545428E-9	2.0807257E+0	45.873451E-12	-350.62823E-3	215.47932E-6
432.90582E-12	-245.46719E-15	0.0000000E+0	-16.547673E-9	3.3938656E+0	54.282894E-12	-302.33750E-3	156.60409E-6	-236.75346E-15	0.0000000E+0	-16.547673E-9	1.0702782E+0	49.651460E-12	-516.06917E-3	165.36708E-6
430.66134E-12	-252.09470E-15	0.0000000E+0	-16.549917E-9	2.5858605E+0	52.605663E-12	-281.73029E-3	156.20500E-6	-222.57142E-15	0.0000000E+0	-16.549917E-9	-3.9456334E+0	46.027234E-12	-892.67838E-3	193.22702E-6
428.41686E-12	-246.91157E-15	0.0000000E+0	-16.552162E-9	-242.63422E-3	48.311449E-12	-476.23366E-3	204.39982E-6	-239.86011E-15	0.0000000E+0	-16.552162E-9	-1.8168535E+0	43.482551E-12	-648.79370E-3	204.44230E-6
426.17235E-12	-232.98846E-15	0.0000000E+0	-16.554406E-9	1.8348792E+0	49.109872E-12	-308.46137E-3	203.32912E-6	-244.71240E-15	0.0000000E+0	-16.554406E-9	5.7555857E+0	51.158723E-12	-30.644199E-3	108.49214E-6
423.92787E-12	-249.37051E-15	0.0000000E+0	-16.556651E-9	2.0056860E+0	47.209275E-12	-240.37689E-3	226.82201E-6	-222.65943E-15	0.0000000E+0	-16.556651E-9	2.8525622E+0	54.919652E-12	-432.53234E-3	82.050989E-6
421.68338E-12	-244.39213E-15	0.0000000E+0	-16.558895E-9	-2.2643001E+0	43.192155E-12	-640.41734E-3	293.43038E-6	-239.70485E-15	0.0000000E+0	-16.558895E-9	-1.0805782E+0	42.909409E-12	-738.61021E-3	213.40068E-6
419.43890E-12	-256.62927E-15	0.0000000E+0	-16.561140E-9	-2.9856086E+0	48.358911E-12	-776.33280E-3	252.23289E-6	-222.37724E-15	0.0000000E+0	-16.561140E-9	4.4348054E+0	46.612984E-12	-295.08829E-3	145.43463E-6
417.19439E-12	-247.42689E-15	0.0000000E+0	-16.563384E-9	-61.170910E-3	49.290967E-12	-546.71890E-3	245.88598E-6	-226.24798E-15	0.0000000E+0	-16.563384E-9	-1.8402560E+0	53.659851E-12	-916.49055E-3	71.799339E-6
414.94991E-12	-223.29151E-15	0.0000000E+0	-16.565629E-9	-3.3423615E+0	51.920263E-12	-903.57858E-3	216.55225E-6	-232.52011E-15	0.0000000E+0	-16.565629E-9	-4.3299704E+0	50.965079E-12	-990.35126E-3	112.55018E-6
412.70543E-12	-246.53291E-15	0.0000000E+0	-16.567872E-9	1.2589166E+0	55.296476E-12	-503.68148E-3	162.43843E-6	-231.33169E-15	0.0000000E+0	-16.567872E-9	-774.57201E-3	53.370232E-12	-588.74553E-3	89.854286E-6
410.46094E-12	-239.67522E-15	0.0000000E+0	-16.570118E-9	848.55551E-3	55.312560E-12	-521.58648E-3	139.94970E-6	-219.96103E-15	0.0000000E+0	-16.570118E-9	-2.2446194E+0	50.831936E-12	-636.79379E-3	122.04027E-6
408.21646E-12	-239.74293E-15	0.0000000E+0	-16.572363E-9	2.2439249E+0	56.895318E-12	-338.65455E-3	104.87891E-6	-238.41234E-15	0.0000000E+0	-16.572363E-9	1.1229813E+0	53.985174E-12	-339.78018E-3	99.522884E-6
405.97195E-12	-252.41286E-15	0.0000000E+0	-16.574607E-9	-587.76301E-3	52.741089E-12	-569.31871E-3	135.31685E-6	-231.66170E-15	0.0000000E+0	-16.574607E-9	-225.92932E-3	51.780105E-12	-482.79950E-3	137.47977E-6
403.72747E-12	-246.23592E-15	0.0000000E+0	-16.576852E-9	2.1419911E+0	45.769163E-12	-308.84978E-3	212.07336E-6	-229.37538E-15	0.0000000E+0	-16.576852E-9	3.2465611E+0	48.230229E-12	-251.61555E-3	176.10981E-6
401.48299E-12	-247.92654E-15	0.0000000E+0	-16.579095E-9	-2.3972366E+0	52.043553E-12	-645.31112E-3	150.23188E-6	-222.49062E-15	0.0000000E+0	-16.579095E-9	-2.6821148E+0	42.399032E-12	-763.74298E-3	221.50847E-6
399.23850E-12	-255.14638E-15	0.0000000E+0	-16.581341E-9	-2.2485383E+0	51.570217E-12	-742.44678E-3	150.17923E-6	-222.10223E-15	0.0000000E+0	-16.581341E-9	5.5326743E+0	50.730635E-12	-103.05693E-3	111.06894E-6
396.99399E-12	-229.10333E-15	0.0000000E+0	-16.583584E-9	-196.77188E-3	52.218539E-12	-574.59331E-3	134.49138E-6	-233.01302E-15	0.0000000E+0	-16.583584E-9	-1.2826241E+0	52.598401E-12	-746.65856E-3	104.06961E-6
394.74951E-12	-244.29230E-15	0.0000000E+0	-16.585830E-9	-3.0636578E+0	43.301345E-12	-892.82078E-3	239.92344E-6	-237.67999E-15	0.0000000E+0	-16.585830E-9	1.8138459E+0	54.366699E-12	-428.26959E-3	98.013552E-6
392.50503E-12	-245.05045E-15	0.0000000E+0	-16.588073E-9	-1.7129432E+0	41.454767E-12	-844.82437E-3	289.90465E-6	-234.21033E-15	0.0000000E+0	-16.588073E-9	-950.07586E-3	55.913406E-12	-724.40654E-3	98.998353E-6
390.26055E-12	-210.14264E-15	0.0000000E+0	-16.590318E-9	3.0441856E+0	47.347067E-12	-386.83000E-3	247.15412E-6	-234.92110E-15	0.0000000E+0	-16.590318E-9	970.71975E-3	52.599935E-12	-545.27414E-3	146.61952E-6
388.01604E-12	-242.63594E-15	0.0000000E+0	-16.592562E-9	3.1764688E+0	53.877763E-12	-312.18791E-3	173.99974E-6	-221.87123E-15	0.0000000E+0	-16.592562E-9	-2.2718310E+0	48.875841E-12	-853.50227E-3	191.57102E-6
385.77155E-12	-235.03617E-15	0.0000000E+0	-16.594807E-9	4.3342891E+0	56.275005E-12	-88.104054E-3	127.76286E-6	-232.62802E-15	0.0000000E+0	-16.594807E-9	-52.368581E-3	48.771140E-12	-634.11999E-3	183.41873E-6
383.52707E-12	-235.87556E-15	0.0000000E+0	-16.597051E-9	425.43983E-3	58.851084E-12	-366.62310E-3	75.449781E-6	-235.93521E-15	0.0000000E+0	-16.597051E-9	-179.29587E-3	51.112631E-12	-642.13341E-3	163.78683E-6
381.28259E-12	-235.05140E-15	0.0000000E+0	-16.599296E-9	1.8423229E+0	52.865670E-12	-208.83685E-3	112.31002E-6	-224.51631E-15	0.0000000E+0	-16.599296E-9	-5.5931883E+0	47.968587E-12	-1.0145494E+0	200.48211E-6
379.03808E-12	-233.14163E-15	0.0000000E+0	-16.601540E-9	-2.9547622E+0	47.179344E-12	-678.57319E-3	180.29504E-6	-240.03103E-15	0.0000000E+0	-16.601540E-9	-3.2198079E+0	46.629138E-12	-688.88921E-3	198.76593E-6
376.79360E-12	-240.32171E-15	0.0000000E+0	-16.603785E-9	-4.0537233E+0	50.009989E-12	-864.04383E-3	151.68577E-6	-222.68820E-15	0.0000000E+0	-16.603785E-9	4.1535792E+0	50.207363E-12	-63.952670E-3	157.64406E-6
374.54911E-12	-236.75259E-15	0.0000000E+0	-16.606030E-9	-3.3599939E+0	51.397581E-12	-909.63835E-3	133.48694E-6	-216.01879E-15	0.0000000E+0	-16.606030E-9	2.7074876E+0	53.622991E-12	-334.00944E-3	129.98832E-6
372.30463E-12	-230.04892E-15	0.0000000E+0	-16.608274E-9	1.3969877E+0	47.857843E-12	-539.88057E-3	173.41386E-6	-247.92020E-15	0.0000000E+0	-16.608274E-9	1.2085909E+0	57.308470E-12	-518.25804E-3	109.33712E-6
370.06015E-12	-253.64360E-15	0.0000000E+0	-16.610519E-9	2.0222738E+0	53.331176E-12	-430.22943E-3	108.19422E-6	-232.50659E-15	0.0000000E+0	-16.610519E-9	2.9345734E+0	52.728245E-12	-444.72328E-3	179.17897E-6
367.81564E-12	-239.53224E-15	0.0000000E+0	-16.612763E-9	-740.79239E-3	43.383280E-12	-651.45516E-3	224.59343E-6	-240.79469E-15	0.0000000E+0	-16.612763E-9	714.77407E-3	55.384707E-12	-665.51751E-3	163.42336E-6
365.57116E-12	-233.31256E-15	0.0000000E+0	-16.615008E-9	-2.9618318E+0	50.279475E-12	-904.04284E-3	160.54738E-6	-243.10851E-15	0.0000000E+0	-16.615008E-9	4.6981792E+0	46.387463E-12	-422.81681E-3	268.34733E-6
363.32667E-12	-239.33636E-15	0.0000000E+0	-16.617252E-9	690.69910E-3	42.125869E-12	-618.76655E-3	263.91100E-6	-214.09335E-15	0.0000000E+0	-16.617252E-9	2.2656422E+0	48.031787E-12	-717.40705E-3	237.78461E-6
361.08219E-12	-227.90136E-15	0.0000000E+0	-16.619497E-9	-2.8970208E+0	45.614606E-12	-930.65161E-3	251.84927E-6	-212.13322E-15	0.0000000E+0	-16.619497E-9	-9.0739660E+0	43.579151E-12	-1.6162868E+0	270.43547E-6
358.83768E-12	-250.26574E-15	0.0000000E+0	-16.621740E-9	-1.3747944E+0	50.258200E-12	-891.10780E-3	203.73180E-6	-222.49950E-15	0.0000000E+0	-16.621740E-9	2.1471531E+0	44.566132E-12	-548.79463E-3	231.97298E-6
356.59320E-12	-237.69355E-15	0.0000000E+0	-16.623986E-9	1.0641854E+0	50.625674E-12	-675.24743E-3	204.06207E-6	-233.61293E-15	0.0000000E+0	-16.623986E-9	592.45765E-3	48.669603E-12	-727.48196E-3	177.89834E-6
354.34872E-12	-258.68248E-15	0.0000000E+0	-16.626229E-9	-890.91492E-3	49.647775E-12	-887.00247E-3	215.59960E-6	-237.86149E-15	0.0000000E+0	-16.626229E-9	1.3992630E+0	49.959363E-12	-698.15016E-3	163.96838E-6
352.10423E-12	-240.24513E-15	0.0000000E+0	-16.628475E-9	-2.8817213E+0	48.766140E-12	-1.0889159E+0	226.79516E-6	-220.51906E-15	0.0000000E+0	-16.628475E-9	959.87415E-3	51.757629E-12	-772.41623E-3	148.47572E-6
349.85972E-12	-231.82839E-15	0.0000000E+0	-16.630718E-9	-1.4150658E+0	49.591099E-12	-1.0359575E+0	222.66335E-6	-224.06193E-15	0.0000000E+0	-16.630718E-9	-1.3815867E+0	51.645705E-12	-961.00748E-3	156.89128E-6
347.61524E-12	-228.43446E-15	0.0000000E+0	-16.632963E-9	-1.7901179E+0	48.783595E-12	-1.0900342E+0	236.47973E-6	-236.48225E-15	0.0000000E+0	-16.632963E-9	-2.6118188E+0	45.837840E-12	-1.0328537E+0	218.84841E-6
345.37076E-12	-244.03675E-15	0.0000000E+0	-16.635209E-9	-2.8234377E+0	49.588660E-12	-1.2303585E+0	232.93380E-6	-232.48967E-15	0.0000000E+0	-16.635209E-9	677.16914E-3	53.272380E-12	-727.96446E-3	128.37334E-6
343.12628E-12	-237.74811E-15	0.0000000E+0	-16.637452E-9	643.23407E-3	52.675957E-12	-968.74946E-3	196.27839E-6	-243.69195E-15	0.0000000E+0	-16.637452E-9	832.09068E-3	48.384952E-12	-696.44570E-3	193.41410E-6
340.88177E-12	-226.10243E-15	0.0000000E+0	-16.639698E-9	3.4146442E+0	54.386905E-12	-651.98439E-3	164.91988E-6	-225.06378E-15	0.0000000E+0	-16.639698E-9	2.8475900E+0	46.465588E-12	-577.86578E-3	199.27419E-6
338.63728E-12	-244.70310E-15	0.0000000E+0	-16.641941E-9	2.8396614E+0	54.715545E-12	-580.42639E-3	144.48944E-6	-242.00385E-15	0.0000000E+0	-16.641941E-9	887.03829E-3	51.057526E-12	-830.17206E-3	141.20633E-6
336.39280E-12	-240.60346E-15	0.0000000E+0	-16.644186E-9	179.27261E-3	55.321674E-12	-783.08415E-3	116.10521E-6	-215.03005E-15	0.0000000E+0	-16.644186E-9	-1.3916603E+0	48.979130E-12	-999.75026E-3	159.84276E-6
334.14832E-12	-224.82558E-15	0.0000000E+0	-16.646430E-9	-1.6826164E+0	55.731867E-12	-980.18420E-3	89.490626E-6	-213.05046E-15	0.0000000E+0	-16.646430E-9	1.1343505E+0	51.449137E-12	-784.53290E-3	142.19174E-6
331.90384E-12	-233.72547E-15	0.0000000E+0	-16.648675E-9	-4.0429316E+0	49.475739E-12	-1.2220459E+0	153.36441E-6	-225.67175E-15	0.0000000E+0	-16.648675E-9	766.85858E-3	46.461144E-12	-868.30014E-3	189.19721E-6
329.65933E-12	-224.82220E-15	0.0000000E+0	-16.650919E-9	-1.3479315E+0	46.837669E-12	-1.1028844E+0	189.06628E-6	-242.15279E-15	0.0000000E+0	-16.650919E-9	-239.71036E-3	48.795083E-12	-971.21447E-3	157.91434E-6
327.41485E-12	-232.88142E-15	0.0000000E+0	-16.653164E-9	2.8055229E+0	41.907769E-12	-693.84742E-3	263.21114E-6	-237.15283E-15	0.0000000E+0	-16.653164E-9	-540.68255E-3	49.552244E-12	-1.0014066E+0	148.41720E-6
325.17036E-12	-235.71520E-15	0.0000000E+0	-16.655408E-9	589.12659E-3	54.624194E-12	-809.43042E-3	128.59463E-6	-226.22598E-15	0.0000000E+0	-16.655408E-9	-2.1993036E+0	44.780599E-12	-1.0840442E+0	191.52257E-6
322.92588E-12	-211.84383E-15	0.0000000E+0	-16.657653E-9	-551.40913E-3	49.849316E-12	-947.94363E-3	174.71163E-6	-242.88343E-15	0.0000000E+0	-16.657653E-9	-2.9508357E+0	49.096512E-12	-1.0800940E+0	127.95087E-6
320.68137E-12	-239.11168E-15	0.0000000E+0	-16.659897E-9	4.0555911E+0	49.223795E-12	-506.94191E-3	180.50431E-6	-224.47444E-15	0.0000000E+0	-16.659897E-9	4.2154627E+0	55.280371E-12	-466.11449E-3	73.376774E-6
318.43689E-12	-239.95741E-15	0.0000000E+0	-16.662142E-9	1.4506464E+0	52.407155E-12	-639.83727E-3	142.05682E-6	-217.20974E-15	0.0000000E+0	-16.662142E-9	2.5641239E+0	56.217385E-12	-695.19812E-3	84.781350E-6
316.19241E-12	-224.61659E-15	0.0000000E+0	-16.664385E-9	-2.3552995E+0	46.015670E-12	-994.50338E-3	217.87765E-6	-219.12164E-15	0.0000000E+0	-16.664385E-9	-6.0774183E+0	49.544480E-12	-1.3992977E+0	164.83472E-6
313.94792E-12	-242.25050E-15	0.0000000E+0	-16.666631E-9	-192.92217E-3	53.299639E-12	-856.68403E-3	138.99527E-6	-244.29143E-15	0.0000000E+0	-16.666631E-9	-1.0694296E+0	49.400810E-12	-852.08464E-3	164.43110E-6
311.70341E-12	-244.54952E-15	0.0000000E+0	-16.668876E-9	-5.2652249E+0	49.533593E-12	-1.3097329E+0	177.95648E-6	-229.89577E-15	0.0000000E+0	-16.668876E-9	6.7630773E+0	55.164484E-12	-278.17661E-3	111.37791E-6
309.45893E-12	-252.54443E-15	0.0000000E+0	-16.671120E-9	-688.51441E-3	46.812606E-12	-1.0245640E+0	211.60528E-6	-237.41515E-15	0.0000000E+0	-16.671120E-9	3.9594760E+0	53.136804E-12	-694.69172E-3	145.15614E-6
307.21445E-12	-240.46132E-15	0.0000000E+0	-16.673365E-9	-2.5184653E+0	47.965611E-12	-1.2557433E+0	205.31876E-6	-239.54450E-15	0.0000000E+0	-16.673365E-9	-2.6786976E+0	56.593671E-12	-1.2802793E+0	130.33485E-6
304.96997E-12	-243.15082E-15	0.0000000E+0	-16.675608E-9	460.76623E-3	45.835124E-12	-992.83111E-3	237.05156E-6	-227.43133E-15	0.0000000E+0	-16.675608E-9	1.5706514E+0	53.019457E-12	-919.00671E-3	182.92108E-6
302.72548E-12	-246.34252E-15	0.0000000E+0	-16.677854E-9	-2.1302490E+0	44.020083E-12	-1.2816898E+0	277.14900E-6	-211.69745E-15	0.0000000E+0	-16.677854E-9	3.0807807E+0	45.708194E-12	-837.19921E-3	263.36854E-6
300.48097E-12	-241.18180E-15	0.0000000E+0	-16.680097E-9	-318.65498E-3	47.073474E-12	-1.1721106E+0	258.85177E-6	-240.95038E-15	0.0000000E+0	-16.680097E-9	-1.0484328E+0	47.815717E-12	-1.2074710E+0	229.21014E-6
298.23649E-12	-232.18208E-15	0.0000000E+0	-16.682343E-9	801.86611E-3	50.813780E-12	-1.0591435E+0	217.56507E-6	-231.14724E-15	0.0000000E+0	-16.682343E-9	-2.1788125E+0	49.337701E-12	-1.2679398E+0	205.95551E-6
295.99201E-12	-247.39347E-15	0.0000000E+0	-16.684586E-9	-775.91115E-3	48.424331E-12	-1.2213711E+0	242.99980E-6	-226.53102E-15	0.0000000E+0	-16.684586E-9	2.2552698E+0	48.642153E-12	-844.52057E-3	210.47900E-6
293.74753E-12	-239.51235E-15	0.0000000E+0	-16.686831E-9	1.9798605E+0	49.176052E-12	-975.08055E-3	245.99271E-6	-234.05504E-15	0.0000000E+0	-16.686831E-9	-1.1775111E+0	52.117800E-12	-1.1573803E+0	176.08596E-6
291.50302E-12	-230.93864E-15	0.0000000E+0	-16.689075E-9	-1.5101196E+0	51.582461E-12	-1.2375454E+0	218.60997E-6	-223.60416E-15	0.0000000E+0	-16.689075E-9	3.8888314E+0	55.235542E-12	-718.29176E-3	154.49950E-6
289.25853E-12	-249.46443E-15	0.0000000E+0	-16.691320E-9	-2.3693464E+0	49.823631E-12	-1.3748723E+0	233.65988E-6	-263.50683E-15	0.0000000E+0	-16.691320E-9	-1.5903814E+0	52.808251E-12	-1.2394463E+0	199.33801E-6
287.01405E-12	-233.14120E-15	0.0000000E+0	-16.693564E-9	-3.6492248E+0	49.749913E-12	-1.5721736E+0	240.17936E-6	-249.64636E-15	0.0000000E+0	-16.693564E-9	-1.6741495E+0	47.440111E-12	-1.2333895E+0	255.06687E-6
284.76957E-12	-263.04271E-15	0.0000000E+0	-16.695809E-9	-1.1956465E+0	58.214544E-12	-1.4192739E+0	130.24712E-6	-243.61706E-15	0.0000000E+0	-16.695809E-9	-1.5826526E+0	46.842738E-12	-1.1724706E+0	248.98202E-6
282.52506E-12	-244.48268E-15	0.0000000E+0	-16.698053E-9	-1.3206210E+0	46.826668E-12	-1.4635851E+0	245.34570E-6	-247.66381E-15	0.0000000E+0	-16.698053E-9	4.2765827E+0	48.521975E-12	-683.84910E-3	217.13160E-6
280.28058E-12	-229.27385E-15	0.0000000E+0	-16.700298E-9	1.5053203E+0	43.719944E-12	-1.1809728E+0	296.45025E-6	-228.47295E-15	0.0000000E+0	-16.700298E-9	412.99611E-3	50.201763E-12	-1.0644913E+0	199.50717E-6
278.03609E-12	-230.77238E-15	0.0000000E+0	-16.702543E-9	3.0951400E+0	43.443995E-12	-1.0038884E+0	319.36061E-6	-232.03062E-15	0.0000000E+0	-16.702543E-9	271.72813E-3	55.431812E-12	-1.0814900E+0	158.52728E-6
275.79161E-12	-235.52059E-15	0.0000000E+0	-16.704787E-9	1.2366730E+0	49.241149E-12	-1.0813982E+0	278.80698E-6	-222.17711E-15	0.0000000E+0	-16.704787E-9	5.9096875E+0	45.365149E-12	-714.13577E-3	265.16255E-6
273.54710E-12	-229.49427E-15	0.0000000E+0	-16.707032E-9	2.0906441E+0	55.881928E-12	-964.66100E-3	196.32318E-6	-236.09006E-15	0.0000000E+0	-16.707032E-9	-176.98076E-3	47.110673E-12	-1.3696321E+0	231.85649E-6
271.30262E-12	-226.49802E-15	0.0000000E+0	-16.709276E-9	-4.9697065E+0	54.275626E-12	-1.6048254E+0	186.01854E-6	-251.46432E-15	0.0000000E+0	-16.709276E-9	4.2247024E+0	42.524845E-12	-954.31310E-3	258.92569E-6
269.05814E-12	-243.14109E-15	0.0000000E+0	-16.711521E-9	-3.2813642E+0	51.691977E-12	-1.6498696E+0	207.14762E-6	-252.98023E-15	0.0000000E+0	-16.711521E-9	-569.37492E-3	50.750893E-12	-1.4983267E+0	161.53461E-6
266.81365E-12	-240.99735E-15	0.0000000E+0	-16.713765E-9	244.43029E-3	53.641772E-12	-1.3554748E+0	176.15438E-6	-231.39430E-15	0.0000000E+0	-16.713765E-9	-17.161751E-3	51.093754E-12	-1.4399573E+0	155.67774E-6
264.56917E-12	-241.10523E-15	0.0000000E+0	-16.716010E-9	2.6320705E+0	57.971513E-12	-1.1008698E+0	106.10721E-6	-237.61060E-15	0.0000000E+0	-16.716010E-9	-400.35683E-3	52.580447E-12	-1.5237181E+0	151.70765E-6
262.32466E-12	-236.10996E-15	0.0000000E+0	-16.718253E-9	4.3815293E+0	50.163089E-12	-862.69212E-3	171.95806E-6	-219.17410E-15	0.0000000E+0	-16.718253E-9	-2.7290370E+0	48.006769E-12	-1.6355643E+0	198.55508E-6
260.08018E-12	-207.67185E-15	0.0000000E+0	-16.720499E-9	-2.0702627E+0	48.887925E-12	-1.3379697E+0	191.08191E-6	-219.73638E-15	0.0000000E+0	-16.720499E-9	-5.4638726E-3	44.672224E-12	-1.3864135E+0	223.40818E-6
257.83570E-12	-238.51009E-15	0.0000000E+0	-16.722742E-9	1.0384853E+0	50.051630E-12	-1.1178710E+0	180.02313E-6	-220.80845E-15	0.0000000E+0	-16.722742E-9	3.3269525E+0	48.090060E-12	-1.1273248E+0	173.46149E-6
255.59121E-12	-240.40080E-15	0.0000000E+0	-16.724988E-9	454.64271E-3	49.020777E-12	-1.0982019E+0	190.79134E-6	-229.01323E-15	0.0000000E+0	-16.724988E-9	811.76621E-3	48.280598E-12	-1.4116606E+0	166.77898E-6
253.34670E-12	-227.28411E-15	0.0000000E+0	-16.727231E-9	-7.1810160E+0	46.241223E-12	-1.8599296E+0	229.07004E-6	-254.45634E-15	0.0000000E+0	-16.727231E-9	-2.0540211E+0	51.504585E-12	-1.5745275E+0	125.59828E-6
251.10222E-12	-223.55678E-15	0.0000000E+0	-16.729476E-9	1.1088352E+0	45.310457E-12	-1.2488141E+0	251.51868E-6	-213.13677E-15	0.0000000E+0	-16.729476E-9	2.7476172E+0	52.632499E-12	-1.2095926E+0	123.09254E-6
248.85774E-12	-241.43017E-15	0.0000000E+0	-16.731722E-9	-2.9742830E+0	46.925436E-12	-1.6477554E+0	249.48412E-6	-221.30641E-15	0.0000000E+0	-16.731722E-9	-3.6236875E+0	50.223728E-12	-1.7538674E+0	154.00878E-6
246.61326E-12	-227.30355E-15	0.0000000E+0	-16.733965E-9	-2.2345271E+0	51.767979E-12	-1.6228691E+0	198.87257E-6	-225.15982E-15	0.0000000E+0	-16.733965E-9	-3.6094704E+0	50.175069E-12	-1.6266567E+0	158.58491E-6
244.36875E-12	-243.50029E-15	0.0000000E+0	-16.736211E-9	391.30473E-3	50.890400E-12	-1.4809800E+0	204.45554E-6	-228.97726E-15	0.0000000E+0	-16.736211E-9	5.7098427E+0	47.922229E-12	-883.81338E-3	173.55246E-6
