Experiment	Z spectroscopy	
Saved Date	16.02.2019 17:38:38	
User		
X (m)	75.834E-9	
Y (m)	15.3776E-9	
Z (m)	-16.9806E-9	
Z offset (m)	700E-12	
Z sweep distance (m)	1.12E-9	
Settling time (s)	10E-3	
Integration time (s)	60E-3	
Final Z (m)	N/A	
Start time	16.02.2019 17:37:03	
Filter type	None	
Order		
Cutoff frq		

[DATA]
Z rel (m)	Current (A)	Bias (V)	Z (m)	OC D1 Phase (deg)	OC D1 Amplitude (m)	OC M1 Freq. Shift (Hz)	OC M1 Excitation (V)	Current [bwd] (A)	Bias [bwd] (V)	Z [bwd] (m)	OC D1 Phase [bwd] (deg)	OC D1 Amplitude [bwd] (m)	OC M1 Freq. Shift [bwd] (Hz)	OC M1 Excitation [bwd] (V)
486.77357E-12	-232.74392E-15	0.0000000E+0	-16.493805E-9	-1.4222431E+0	48.152038E-12	-429.55682E-3	244.04122E-6	-234.24754E-15	0.0000000E+0	-16.493805E-9	-2.1288228E+0	42.290043E-12	-616.53799E-3	340.22023E-6
484.52908E-12	-245.48877E-15	0.0000000E+0	-16.496049E-9	-3.0602059E+0	44.577918E-12	-622.02930E-3	295.31203E-6	-245.70325E-15	0.0000000E+0	-16.496049E-9	-6.0705810E+0	43.008243E-12	-798.31564E-3	306.47553E-6
482.28460E-12	-237.97362E-15	0.0000000E+0	-16.498294E-9	-2.6360788E+0	51.904103E-12	-681.29742E-3	221.56298E-6	-224.48586E-15	0.0000000E+0	-16.498294E-9	2.1830847E+0	42.561211E-12	4.5063403E-3	282.60442E-6
480.04012E-12	-235.53880E-15	0.0000000E+0	-16.500538E-9	-3.0991502E+0	50.832810E-12	-817.03854E-3	225.62139E-6	-216.82179E-15	0.0000000E+0	-16.500538E-9	2.9660611E+0	49.807259E-12	-32.235526E-3	189.74990E-6
477.79558E-12	-218.62368E-15	0.0000000E+0	-16.502783E-9	771.46101E-3	48.161190E-12	-485.97747E-3	258.55881E-6	-254.54942E-15	0.0000000E+0	-16.502783E-9	3.9438269E+0	48.535499E-12	-60.378600E-3	206.23252E-6
475.55110E-12	-221.75827E-15	0.0000000E+0	-16.505027E-9	723.28800E-3	44.972935E-12	-491.34347E-3	298.81237E-6	-241.89979E-15	0.0000000E+0	-16.505027E-9	-4.0046024E+0	46.173090E-12	-723.36185E-3	216.10476E-6
473.30662E-12	-246.72118E-15	0.0000000E+0	-16.507272E-9	3.2779377E+0	48.294022E-12	-258.49244E-3	278.44153E-6	-232.86706E-15	0.0000000E+0	-16.507272E-9	-959.07819E-3	46.950926E-12	-385.24470E-3	202.75087E-6
471.06213E-12	-242.40451E-15	0.0000000E+0	-16.509517E-9	3.7526796E+0	54.573363E-12	-74.741699E-3	204.06312E-6	-225.11244E-15	0.0000000E+0	-16.509517E-9	-130.43569E-3	47.202641E-12	-276.94613E-3	185.31633E-6
468.81765E-12	-242.71801E-15	0.0000000E+0	-16.511761E-9	-1.6456207E+0	52.999626E-12	-510.03844E-3	204.94053E-6	-230.24649E-15	0.0000000E+0	-16.511761E-9	-790.72958E-3	51.893861E-12	-265.02237E-3	133.76611E-6
466.57317E-12	-242.98074E-15	0.0000000E+0	-16.514006E-9	-242.81996E-3	52.155894E-12	-467.84970E-3	203.95905E-6	-244.41159E-15	0.0000000E+0	-16.514006E-9	515.57785E-3	56.864277E-12	-172.46941E-3	94.599804E-6
464.32866E-12	-225.02189E-15	0.0000000E+0	-16.516250E-9	-810.01204E-3	53.749585E-12	-487.95322E-3	176.40468E-6	-240.33523E-15	0.0000000E+0	-16.516250E-9	3.1438205E+0	54.867617E-12	-31.173494E-3	141.77924E-6
462.08418E-12	-233.42637E-15	0.0000000E+0	-16.518495E-9	-1.8006462E+0	53.330791E-12	-578.11695E-3	167.58505E-6	-246.30192E-15	0.0000000E+0	-16.518495E-9	6.8018579E+0	50.192177E-12	117.55122E-3	196.87845E-6
459.83969E-12	-244.19456E-15	0.0000000E+0	-16.520739E-9	-3.5839310E+0	47.590862E-12	-805.21309E-3	230.72523E-6	-219.92422E-15	0.0000000E+0	-16.520739E-9	444.44814E-3	46.177420E-12	-501.65021E-3	230.97720E-6
457.59521E-12	-230.63108E-15	0.0000000E+0	-16.522984E-9	-1.6533401E+0	48.789649E-12	-736.05007E-3	221.27765E-6	-243.88485E-15	0.0000000E+0	-16.522984E-9	-2.2981217E+0	46.879813E-12	-729.49785E-3	213.17223E-6
455.35070E-12	-219.29087E-15	0.0000000E+0	-16.525227E-9	154.83850E-3	53.540151E-12	-633.31836E-3	168.07736E-6	-242.25771E-15	0.0000000E+0	-16.525227E-9	968.16796E-3	49.123986E-12	-450.03876E-3	180.37962E-6
453.10622E-12	-230.66789E-15	0.0000000E+0	-16.527473E-9	4.1774764E+0	53.760513E-12	-182.96610E-3	146.47572E-6	-244.00460E-15	0.0000000E+0	-16.527473E-9	-3.9399722E+0	50.716313E-12	-808.47716E-3	162.81415E-6
450.86174E-12	-241.51056E-15	0.0000000E+0	-16.529716E-9	2.4437857E+0	50.512931E-12	-230.97272E-3	177.20823E-6	-248.93897E-15	0.0000000E+0	-16.529716E-9	1.0135643E+0	55.858103E-12	-356.21169E-3	119.39449E-6
448.61725E-12	-241.11751E-15	0.0000000E+0	-16.531962E-9	-805.04572E-3	49.473037E-12	-493.26286E-3	186.07457E-6	-228.94636E-15	0.0000000E+0	-16.531962E-9	718.34099E-3	55.364425E-12	-390.87558E-3	150.65995E-6
446.37277E-12	-224.73378E-15	0.0000000E+0	-16.534205E-9	-4.3353143E+0	50.213091E-12	-867.13362E-3	188.56050E-6	-241.79443E-15	0.0000000E+0	-16.534205E-9	-517.71176E-3	51.405713E-12	-494.77482E-3	208.79986E-6
444.12826E-12	-223.22297E-15	0.0000000E+0	-16.536450E-9	2.9017341E+0	52.232923E-12	-243.58970E-3	153.18625E-6	-241.05829E-15	0.0000000E+0	-16.536450E-9	-852.35703E-3	45.089720E-12	-511.94751E-3	270.08509E-6
441.88378E-12	-240.41646E-15	0.0000000E+0	-16.538696E-9	-506.47455E-3	54.205553E-12	-517.38989E-3	118.64543E-6	-248.49388E-15	0.0000000E+0	-16.538696E-9	887.70890E-3	53.226448E-12	-380.48887E-3	174.76392E-6
439.63930E-12	-257.50040E-15	0.0000000E+0	-16.540939E-9	-3.5306745E+0	47.913080E-12	-841.57866E-3	185.14003E-6	-247.48316E-15	0.0000000E+0	-16.540939E-9	388.75696E-3	52.393791E-12	-467.25908E-3	195.10881E-6
437.39481E-12	-235.48294E-15	0.0000000E+0	-16.543185E-9	5.9460607E+0	46.198174E-12	-9.1590984E-3	208.34027E-6	-228.88503E-15	0.0000000E+0	-16.543185E-9	170.50111E-3	47.784870E-12	-532.44120E-3	249.74009E-6
435.15030E-12	-225.82997E-15	0.0000000E+0	-16.545428E-9	4.1056504E+0	43.963340E-12	-12.321790E-3	251.18989E-6	-231.28559E-15	0.0000000E+0	-16.545428E-9	-3.5223565E+0	44.280583E-12	-793.79976E-3	275.88345E-6
432.90582E-12	-230.64249E-15	0.0000000E+0	-16.547673E-9	1.7217001E+0	52.222900E-12	-132.33531E-3	174.62166E-6	-232.24681E-15	0.0000000E+0	-16.547673E-9	-571.36995E-3	40.643159E-12	-460.93214E-3	275.84954E-6
430.66134E-12	-248.54635E-15	0.0000000E+0	-16.549917E-9	-3.7144270E+0	59.908620E-12	-625.55593E-3	60.265120E-6	-224.60094E-15	0.0000000E+0	-16.549917E-9	1.4969965E+0	46.414896E-12	-281.59705E-3	192.59758E-6
428.41686E-12	-242.81109E-15	0.0000000E+0	-16.552162E-9	-227.73814E-3	49.951796E-12	-379.32804E-3	150.24641E-6	-224.88779E-15	0.0000000E+0	-16.552162E-9	-180.79902E-3	53.916951E-12	-469.11025E-3	111.03453E-6
426.17235E-12	-245.04072E-15	0.0000000E+0	-16.554406E-9	-1.6963652E+0	44.639282E-12	-508.94088E-3	219.91330E-6	-214.95474E-15	0.0000000E+0	-16.554406E-9	-4.0983715E+0	49.482991E-12	-776.79193E-3	172.67540E-6
423.92787E-12	-231.12057E-15	0.0000000E+0	-16.556651E-9	-727.19723E-3	46.136709E-12	-521.49677E-3	222.76025E-6	-239.04145E-15	0.0000000E+0	-16.556651E-9	1.1324246E+0	45.780015E-12	-240.29869E-3	201.71747E-6
421.68338E-12	-258.96044E-15	0.0000000E+0	-16.558895E-9	2.2986801E+0	48.754108E-12	-209.62046E-3	198.60193E-6	-240.05770E-15	0.0000000E+0	-16.558895E-9	3.3136535E+0	51.871497E-12	-160.03822E-3	125.94143E-6
419.43890E-12	-223.20858E-15	0.0000000E+0	-16.561140E-9	-3.8407283E+0	46.644914E-12	-734.28106E-3	234.67519E-6	-231.62405E-15	0.0000000E+0	-16.561140E-9	1.2485955E+0	55.581321E-12	-424.13768E-3	96.627409E-6
417.19439E-12	-255.05374E-15	0.0000000E+0	-16.563384E-9	-2.2413092E+0	50.286688E-12	-722.14276E-3	204.43396E-6	-247.98238E-15	0.0000000E+0	-16.563384E-9	-152.40522E-3	54.294447E-12	-597.80002E-3	132.68503E-6
414.94991E-12	-236.50808E-15	0.0000000E+0	-16.565629E-9	1.6447270E+0	54.169884E-12	-388.67611E-3	157.28995E-6	-256.17022E-15	0.0000000E+0	-16.565629E-9	62.915422E-3	49.976939E-12	-553.95597E-3	184.00761E-6
412.70543E-12	-241.62774E-15	0.0000000E+0	-16.567872E-9	2.5192831E+0	55.981560E-12	-215.63546E-3	114.03179E-6	-227.18086E-15	0.0000000E+0	-16.567872E-9	3.1042151E+0	56.928722E-12	-331.32130E-3	120.13529E-6
410.46094E-12	-235.28453E-15	0.0000000E+0	-16.570118E-9	-926.84364E-3	57.014022E-12	-542.41270E-3	83.358893E-6	-229.52389E-15	0.0000000E+0	-16.570118E-9	718.29933E-3	52.692052E-12	-595.00670E-3	187.33856E-6
408.21646E-12	-234.87668E-15	0.0000000E+0	-16.572363E-9	3.3710184E+0	49.192910E-12	-138.65869E-3	155.38449E-6	-242.93252E-15	0.0000000E+0	-16.572363E-9	-1.4636558E+0	50.420355E-12	-786.79413E-3	212.76050E-6
405.97195E-12	-245.94272E-15	0.0000000E+0	-16.574607E-9	-3.2265892E+0	46.077857E-12	-694.79728E-3	195.24030E-6	-251.05140E-15	0.0000000E+0	-16.574607E-9	3.0734859E+0	49.436608E-12	-405.54240E-3	226.04858E-6
403.72747E-12	-237.25946E-15	0.0000000E+0	-16.576852E-9	-854.29186E-3	46.984493E-12	-562.63185E-3	197.95536E-6	-222.90566E-15	0.0000000E+0	-16.576852E-9	859.94333E-3	43.116129E-12	-619.84557E-3	281.04498E-6
401.48299E-12	-235.59675E-15	0.0000000E+0	-16.579095E-9	-3.2474704E+0	45.062180E-12	-790.16083E-3	234.94153E-6	-247.43280E-15	0.0000000E+0	-16.579095E-9	-283.34078E-3	46.577686E-12	-763.31103E-3	224.39973E-6
399.23850E-12	-232.34919E-15	0.0000000E+0	-16.581341E-9	-3.6293812E+0	48.690538E-12	-919.99292E-3	206.64261E-6	-230.52193E-15	0.0000000E+0	-16.581341E-9	-3.6786039E+0	43.107743E-12	-999.69381E-3	238.83220E-6
396.99399E-12	-243.61283E-15	0.0000000E+0	-16.583584E-9	-1.7689449E+0	50.700576E-12	-825.78957E-3	181.46454E-6	-233.81221E-15	0.0000000E+0	-16.583584E-9	-490.96555E-3	49.239831E-12	-700.37138E-3	164.82350E-6
394.74951E-12	-234.13078E-15	0.0000000E+0	-16.585830E-9	-5.9849424E+0	46.109661E-12	-1.3363552E+0	244.16493E-6	-231.94811E-15	0.0000000E+0	-16.585830E-9	-3.1613526E+0	48.581861E-12	-863.30324E-3	165.77287E-6
392.50503E-12	-222.57523E-15	0.0000000E+0	-16.588073E-9	-1.6655440E+0	45.212594E-12	-1.1104102E+0	267.79392E-6	-242.39226E-15	0.0000000E+0	-16.588073E-9	3.9098248E+0	55.308633E-12	-305.58193E-3	102.57207E-6
390.26055E-12	-251.36363E-15	0.0000000E+0	-16.590318E-9	-3.8575201E+0	48.906053E-12	-1.3285226E+0	234.92081E-6	-215.64055E-15	0.0000000E+0	-16.590318E-9	1.8419560E+0	49.915985E-12	-546.52798E-3	169.26380E-6
388.01604E-12	-235.57645E-15	0.0000000E+0	-16.592562E-9	-740.21888E-3	48.198778E-12	-1.1052276E+0	247.06303E-6	-224.57681E-15	0.0000000E+0	-16.592562E-9	-4.3073602E+0	47.772755E-12	-1.0291489E+0	191.68221E-6
385.77155E-12	-239.49796E-15	0.0000000E+0	-16.594807E-9	-617.60539E-3	49.432451E-12	-1.1698322E+0	241.87646E-6	-213.43081E-15	0.0000000E+0	-16.594807E-9	1.2283815E+0	51.041629E-12	-535.66897E-3	156.82900E-6
383.52707E-12	-231.22338E-15	0.0000000E+0	-16.597051E-9	2.3604856E+0	44.176343E-12	-849.56211E-3	306.45786E-6	-243.76852E-15	0.0000000E+0	-16.597051E-9	1.9162394E+0	49.120995E-12	-513.15105E-3	180.37893E-6
381.28259E-12	-233.31172E-15	0.0000000E+0	-16.599296E-9	-944.25595E-3	48.325722E-12	-1.1280822E+0	275.95318E-6	-217.65609E-15	0.0000000E+0	-16.599296E-9	979.40171E-3	48.203240E-12	-621.41681E-3	181.12497E-6
379.03808E-12	-231.37782E-15	0.0000000E+0	-16.601540E-9	-1.4616832E+0	48.720600E-12	-1.2050126E+0	278.50294E-6	-232.46471E-15	0.0000000E+0	-16.601540E-9	1.1176226E+0	48.267813E-12	-656.03739E-3	176.55676E-6
376.79360E-12	-233.65270E-15	0.0000000E+0	-16.603785E-9	-4.1329327E+0	52.400674E-12	-1.5091153E+0	231.72660E-6	-238.10603E-15	0.0000000E+0	-16.603785E-9	-4.6703877E+0	46.351624E-12	-1.1030487E+0	188.39550E-6
374.54911E-12	-240.48290E-15	0.0000000E+0	-16.606030E-9	1.1953208E+0	52.212699E-12	-1.0669022E+0	227.95840E-6	-215.72812E-15	0.0000000E+0	-16.606030E-9	3.7932281E+0	51.706472E-12	-367.86634E-3	121.88841E-6
372.30463E-12	-231.31773E-15	0.0000000E+0	-16.608274E-9	315.17684E-3	56.705699E-12	-1.0939640E+0	162.91888E-6	-222.02269E-15	0.0000000E+0	-16.608274E-9	-2.4258530E+0	52.353056E-12	-914.34783E-3	125.24521E-6
370.06015E-12	-247.26654E-15	0.0000000E+0	-16.610519E-9	-2.4904754E+0	51.311035E-12	-1.3497171E+0	204.92281E-6	-238.17881E-15	0.0000000E+0	-16.610519E-9	1.1094774E+0	48.340276E-12	-553.11966E-3	167.48942E-6
367.81564E-12	-236.59522E-15	0.0000000E+0	-16.612763E-9	1.3214852E+0	51.618401E-12	-1.0626652E+0	202.05062E-6	-238.29558E-15	0.0000000E+0	-16.612763E-9	911.94957E-3	49.960393E-12	-623.60698E-3	146.05322E-6
365.57116E-12	-250.91306E-15	0.0000000E+0	-16.615008E-9	6.3973665E+0	49.626598E-12	-482.34895E-3	219.38629E-6	-244.71749E-15	0.0000000E+0	-16.615008E-9	1.8045726E+0	54.508124E-12	-569.63730E-3	106.13334E-6
363.32667E-12	-235.95467E-15	0.0000000E+0	-16.617252E-9	1.7847986E+0	50.140836E-12	-780.28578E-3	212.92768E-6	-231.35327E-15	0.0000000E+0	-16.617252E-9	1.4623489E+0	58.224765E-12	-688.71379E-3	91.126516E-6
361.08219E-12	-242.58517E-15	0.0000000E+0	-16.619497E-9	2.3987312E+0	50.161458E-12	-694.46701E-3	210.27710E-6	-246.85825E-15	0.0000000E+0	-16.619497E-9	2.7176108E+0	55.667953E-12	-615.96256E-3	138.74665E-6
358.83768E-12	-233.64679E-15	0.0000000E+0	-16.621740E-9	4.5225816E+0	51.444599E-12	-384.97165E-3	198.10582E-6	-240.55608E-15	0.0000000E+0	-16.621740E-9	450.66902E-3	50.989560E-12	-876.28627E-3	206.42349E-6
356.59320E-12	-235.46391E-15	0.0000000E+0	-16.623986E-9	1.0209368E+0	61.929531E-12	-636.07305E-3	58.218433E-6	-227.57601E-15	0.0000000E+0	-16.623986E-9	2.8954234E+0	45.987839E-12	-706.69842E-3	255.23198E-6
354.34872E-12	-233.50506E-15	0.0000000E+0	-16.626229E-9	2.1794584E+0	56.697251E-12	-464.81279E-3	81.581973E-6	-238.65732E-15	0.0000000E+0	-16.626229E-9	-1.6043519E+0	46.421235E-12	-1.1380740E+0	237.67992E-6
352.10423E-12	-213.74600E-15	0.0000000E+0	-16.628475E-9	-3.1021931E+0	47.075913E-12	-975.29423E-3	178.96162E-6	-250.79290E-15	0.0000000E+0	-16.628475E-9	-3.2315114E+0	44.135279E-12	-1.1582793E+0	243.43317E-6
349.85972E-12	-224.52816E-15	0.0000000E+0	-16.630718E-9	-1.3286436E+0	48.381753E-12	-872.64037E-3	173.18805E-6	-242.71123E-15	0.0000000E+0	-16.630718E-9	-4.1292920E+0	40.965776E-12	-1.1317031E+0	254.46145E-6
347.61524E-12	-235.44656E-15	0.0000000E+0	-16.632963E-9	693.35794E-3	46.834776E-12	-708.55314E-3	196.11418E-6	-242.59829E-15	0.0000000E+0	-16.632963E-9	3.1139846E+0	47.018174E-12	-483.57397E-3	159.23052E-6
345.37076E-12	-246.50670E-15	0.0000000E+0	-16.635209E-9	315.63759E-3	48.341248E-12	-733.82354E-3	188.94603E-6	-233.38151E-15	0.0000000E+0	-16.635209E-9	-734.80105E-3	52.982081E-12	-830.18219E-3	95.897965E-6
343.12628E-12	-226.75483E-15	0.0000000E+0	-16.637452E-9	-1.4119619E+0	44.946380E-12	-919.52336E-3	233.97688E-6	-238.40389E-15	0.0000000E+0	-16.637452E-9	2.7395108E+0	55.756916E-12	-574.33826E-3	88.008528E-6
340.88177E-12	-244.23687E-15	0.0000000E+0	-16.639698E-9	-5.4043131E+0	46.000804E-12	-1.3674507E+0	244.91135E-6	-221.13211E-15	0.0000000E+0	-16.639698E-9	5.5535226E+0	49.611090E-12	-396.07155E-3	158.61653E-6
338.63728E-12	-234.92872E-15	0.0000000E+0	-16.641941E-9	-4.9011407E+0	47.283587E-12	-1.4709582E+0	245.76392E-6	-225.48222E-15	0.0000000E+0	-16.641941E-9	494.44053E-3	51.513443E-12	-932.23548E-3	139.53140E-6
336.39280E-12	-225.47247E-15	0.0000000E+0	-16.644186E-9	4.0397692E+0	49.968123E-12	-666.03148E-3	217.52728E-6	-212.90914E-15	0.0000000E+0	-16.644186E-9	3.9501464E+0	51.611687E-12	-690.00357E-3	147.39166E-6
334.14832E-12	-234.42484E-15	0.0000000E+0	-16.646430E-9	1.1682761E+0	53.687214E-12	-835.22648E-3	176.18966E-6	-236.13406E-15	0.0000000E+0	-16.646430E-9	-998.70938E-3	48.983356E-12	-1.1828077E+0	176.79199E-6
331.90384E-12	-229.78407E-15	0.0000000E+0	-16.648675E-9	220.84986E-3	52.060540E-12	-880.38248E-3	178.02995E-6	-218.95157E-15	0.0000000E+0	-16.648675E-9	969.60503E-3	53.334517E-12	-1.0070475E+0	128.04219E-6
329.65933E-12	-241.52452E-15	0.0000000E+0	-16.650919E-9	-1.0768352E+0	52.417275E-12	-1.0232868E+0	166.89289E-6	-255.00465E-15	0.0000000E+0	-16.650919E-9	351.88317E-3	47.725081E-12	-1.0861984E+0	201.39657E-6
327.41485E-12	-221.63811E-15	0.0000000E+0	-16.653164E-9	2.2376027E+0	54.606503E-12	-724.73353E-3	127.07170E-6	-245.18034E-15	0.0000000E+0	-16.653164E-9	-7.1401634E+0	42.576630E-12	-1.6579419E+0	238.50810E-6
325.17036E-12	-225.41197E-15	0.0000000E+0	-16.655408E-9	-1.7084061E+0	47.613986E-12	-1.0563935E+0	201.21173E-6	-242.43032E-15	0.0000000E+0	-16.655408E-9	260.34281E-3	44.772980E-12	-893.65017E-3	184.36764E-6
322.92588E-12	-256.62504E-15	0.0000000E+0	-16.657653E-9	-470.99498E-3	51.685285E-12	-996.85514E-3	159.65657E-6	-230.50753E-15	0.0000000E+0	-16.657653E-9	264.35801E-3	52.220457E-12	-905.15143E-3	95.911615E-6
320.68137E-12	-241.80923E-15	0.0000000E+0	-16.659897E-9	785.57360E-3	56.219019E-12	-870.14824E-3	94.964649E-6	-216.66059E-15	0.0000000E+0	-16.659897E-9	1.4609427E+0	57.492067E-12	-834.01823E-3	62.310901E-6
318.43689E-12	-223.63081E-15	0.0000000E+0	-16.662142E-9	3.2213211E+0	52.041656E-12	-610.17454E-3	126.78436E-6	-235.73298E-15	0.0000000E+0	-16.662142E-9	132.80664E-3	57.475410E-12	-1.0054626E+0	84.073930E-6
316.19241E-12	-225.69502E-15	0.0000000E+0	-16.664385E-9	438.77247E-3	52.478043E-12	-776.96902E-3	117.61439E-6	-217.51775E-15	0.0000000E+0	-16.664385E-9	1.0859355E+0	53.599951E-12	-961.59327E-3	147.39006E-6
313.94792E-12	-220.24788E-15	0.0000000E+0	-16.666631E-9	2.6301749E+0	52.243144E-12	-540.94625E-3	105.75195E-6	-229.66687E-15	0.0000000E+0	-16.666631E-9	-4.8409390E+0	50.359734E-12	-1.4170660E+0	195.93126E-6
311.70341E-12	-238.16864E-15	0.0000000E+0	-16.668876E-9	3.5580397E+0	54.262244E-12	-379.56992E-3	73.156087E-6	-223.82416E-15	0.0000000E+0	-16.668876E-9	-564.30793E-3	47.568324E-12	-932.97273E-3	217.85742E-6
309.45893E-12	-239.31012E-15	0.0000000E+0	-16.671120E-9	1.2277724E+0	48.970154E-12	-488.04107E-3	124.97403E-6	-239.67650E-15	0.0000000E+0	-16.671120E-9	689.12041E-3	46.165783E-12	-811.43165E-3	220.60356E-6
307.21445E-12	-249.63197E-15	0.0000000E+0	-16.673365E-9	-4.6193943E+0	47.249274E-12	-1.0395349E+0	149.48333E-6	-240.59373E-15	0.0000000E+0	-16.673365E-9	6.6071935E+0	51.226603E-12	-433.07725E-3	165.73528E-6
304.96997E-12	-224.71135E-15	0.0000000E+0	-16.675608E-9	-7.4959049E+0	46.140685E-12	-1.4915721E+0	171.11655E-6	-248.83361E-15	0.0000000E+0	-16.675608E-9	2.0995212E+0	46.687560E-12	-976.11839E-3	208.90223E-6
302.72548E-12	-248.87381E-15	0.0000000E+0	-16.677854E-9	-873.01934E-3	46.160527E-12	-1.0234458E+0	189.95148E-6	-229.73794E-15	0.0000000E+0	-16.677854E-9	-4.0288315E+0	46.855027E-12	-1.4706626E+0	198.40547E-6
300.48097E-12	-235.46432E-15	0.0000000E+0	-16.680097E-9	1.8960497E+0	49.545153E-12	-771.74360E-3	158.25703E-6	-230.82231E-15	0.0000000E+0	-16.680097E-9	-1.9541774E+0	46.140758E-12	-1.2012351E+0	197.58311E-6
298.23649E-12	-235.65007E-15	0.0000000E+0	-16.682343E-9	349.81725E-3	44.930518E-12	-875.73028E-3	221.55695E-6	-230.53038E-15	0.0000000E+0	-16.682343E-9	-3.2151537E+0	52.775919E-12	-1.2054079E+0	118.54590E-6
295.99201E-12	-239.72938E-15	0.0000000E+0	-16.684586E-9	209.79974E-3	44.459950E-12	-923.72668E-3	241.90100E-6	-229.49383E-15	0.0000000E+0	-16.684586E-9	3.2635698E+0	51.887879E-12	-664.18886E-3	141.55927E-6
293.74753E-12	-264.11479E-15	0.0000000E+0	-16.686831E-9	2.1439466E+0	48.587540E-12	-747.86842E-3	217.20918E-6	-240.08730E-15	0.0000000E+0	-16.686831E-9	3.9027226E+0	46.959797E-12	-793.02096E-3	191.09326E-6
291.50302E-12	-232.56370E-15	0.0000000E+0	-16.689075E-9	505.47172E-6	47.979447E-12	-897.35532E-3	222.16227E-6	-243.46942E-15	0.0000000E+0	-16.689075E-9	-619.49492E-3	49.881623E-12	-1.1901686E+0	152.74175E-6
289.25853E-12	-230.40473E-15	0.0000000E+0	-16.691320E-9	981.63116E-3	52.261247E-12	-774.04779E-3	176.98901E-6	-257.75424E-15	0.0000000E+0	-16.691320E-9	-2.6636283E+0	47.496777E-12	-1.3163908E+0	176.35777E-6
287.01405E-12	-247.76451E-15	0.0000000E+0	-16.693564E-9	594.36965E-3	54.507371E-12	-744.11970E-3	136.50034E-6	-242.79968E-15	0.0000000E+0	-16.693564E-9	128.59663E-3	50.824258E-12	-1.0483629E+0	133.65230E-6
284.76957E-12	-223.10958E-15	0.0000000E+0	-16.695809E-9	3.6827037E+0	45.896204E-12	-463.97853E-3	233.04306E-6	-224.09070E-15	0.0000000E+0	-16.695809E-9	5.2824383E+0	54.437725E-12	-674.91728E-3	106.48038E-6
282.52506E-12	-245.35251E-15	0.0000000E+0	-16.698053E-9	-4.8006577E+0	44.267794E-12	-1.1508015E+0	267.95585E-6	-230.05399E-15	0.0000000E+0	-16.698053E-9	641.68072E-3	50.881431E-12	-1.2080044E+0	158.93069E-6
280.28058E-12	-227.49817E-15	0.0000000E+0	-16.700298E-9	-3.6427591E+0	51.124938E-12	-1.1945026E+0	204.56288E-6	-236.48902E-15	0.0000000E+0	-16.700298E-9	3.3983347E+0	53.877333E-12	-1.0158347E+0	134.11105E-6
278.03609E-12	-230.63870E-15	0.0000000E+0	-16.702543E-9	-3.8452482E+0	52.303346E-12	-1.3227763E+0	180.48684E-6	-240.63520E-15	0.0000000E+0	-16.702543E-9	-1.7374926E+0	53.448055E-12	-1.4760488E+0	149.74306E-6
275.79161E-12	-228.77631E-15	0.0000000E+0	-16.704787E-9	-3.4913058E+0	51.572951E-12	-1.4409008E+0	176.23909E-6	-250.55088E-15	0.0000000E+0	-16.704787E-9	-5.0045586E+0	52.768349E-12	-1.6630340E+0	167.20357E-6
273.54710E-12	-243.49985E-15	0.0000000E+0	-16.707032E-9	-3.7233729E+0	46.946388E-12	-1.5301254E+0	233.86993E-6	-231.83389E-15	0.0000000E+0	-16.707032E-9	310.59024E-3	52.177269E-12	-1.1176378E+0	182.95238E-6
271.30262E-12	-227.57688E-15	0.0000000E+0	-16.709276E-9	2.5941582E+0	55.417924E-12	-984.83914E-3	134.58301E-6	-230.49951E-15	0.0000000E+0	-16.709276E-9	3.4221323E+0	48.661342E-12	-888.75282E-3	224.99714E-6
269.05814E-12	-265.72800E-15	0.0000000E+0	-16.711521E-9	3.4946187E+0	57.934494E-12	-841.23558E-3	85.928245E-6	-241.67682E-15	0.0000000E+0	-16.711521E-9	6.7418957E+0	49.658135E-12	-759.52941E-3	209.14226E-6
266.81365E-12	-239.89735E-15	0.0000000E+0	-16.713765E-9	900.72018E-3	55.114163E-12	-973.67764E-3	87.840446E-6	-244.22630E-15	0.0000000E+0	-16.713765E-9	5.1636014E+0	54.909889E-12	-1.0678860E+0	159.61002E-6
264.56917E-12	-226.00133E-15	0.0000000E+0	-16.716010E-9	-1.3126972E+0	48.509693E-12	-1.1579922E+0	155.94655E-6	-233.23089E-15	0.0000000E+0	-16.716010E-9	1.7955846E+0	51.161589E-12	-1.5310431E+0	215.94814E-6
262.32466E-12	-241.85070E-15	0.0000000E+0	-16.718253E-9	4.5218234E+0	43.903239E-12	-607.50818E-3	220.25019E-6	-255.73150E-15	0.0000000E+0	-16.718253E-9	-6.2876096E+0	49.398093E-12	-2.1116431E+0	238.41627E-6
260.08018E-12	-229.93003E-15	0.0000000E+0	-16.720499E-9	-2.2368650E+0	44.843150E-12	-1.1638907E+0	237.62888E-6	-222.98774E-15	0.0000000E+0	-16.720499E-9	-2.0548518E+0	48.339256E-12	-1.5833724E+0	238.69731E-6
257.83570E-12	-230.56169E-15	0.0000000E+0	-16.722742E-9	-4.4991603E+0	49.508370E-12	-1.4615172E+0	192.77802E-6	-237.56322E-15	0.0000000E+0	-16.722742E-9	1.0415037E+0	53.647978E-12	-1.3588535E+0	186.91196E-6
