Experiment	Z spectroscopy	
Saved Date	16.02.2019 17:36:39	
User		
X (m)	75.4743E-9	
Y (m)	15.394E-9	
Z (m)	-16.9806E-9	
Z offset (m)	700E-12	
Z sweep distance (m)	1.12E-9	
Settling time (s)	10E-3	
Integration time (s)	60E-3	
Final Z (m)	N/A	
Start time	16.02.2019 17:35:20	
Filter type	None	
Order		
Cutoff frq		

[DATA]
Z rel (m)	Current (A)	Bias (V)	Z (m)	OC D1 Phase (deg)	OC D1 Amplitude (m)	OC M1 Freq. Shift (Hz)	OC M1 Excitation (V)	Current [bwd] (A)	Bias [bwd] (V)	Z [bwd] (m)	OC D1 Phase [bwd] (deg)	OC D1 Amplitude [bwd] (m)	OC M1 Freq. Shift [bwd] (Hz)	OC M1 Excitation [bwd] (V)
677.55512E-12	-238.81214E-15	0.0000000E+0	-16.303023E-9	-4.1693969E+0	50.331943E-12	-403.70861E-3	136.86800E-6	-215.02963E-15	0.0000000E+0	-16.303023E-9	1.4094427E+0	47.822649E-12	342.47419E-3	134.49107E-6
675.31064E-12	-244.09936E-15	0.0000000E+0	-16.305268E-9	3.8454571E+0	44.471923E-12	291.20886E-3	210.52065E-6	-211.63823E-15	0.0000000E+0	-16.305268E-9	-2.9452739E+0	55.014923E-12	-4.4518672E-3	62.501422E-6
673.06616E-12	-243.59589E-15	0.0000000E+0	-16.307512E-9	1.9268157E+0	50.526208E-12	228.84120E-3	156.64664E-6	-224.33524E-15	0.0000000E+0	-16.307512E-9	-2.1011121E+0	50.701554E-12	156.03097E-3	123.20472E-6
670.82162E-12	-229.79508E-15	0.0000000E+0	-16.309757E-9	2.7664628E+0	51.244217E-12	366.73349E-3	144.00431E-6	-226.34740E-15	0.0000000E+0	-16.309757E-9	4.2850132E+0	51.135259E-12	647.00496E-3	120.44595E-6
668.57714E-12	-228.74668E-15	0.0000000E+0	-16.312001E-9	-388.99916E-3	46.204176E-12	94.695203E-3	210.54757E-6	-223.21324E-15	0.0000000E+0	-16.312001E-9	2.0727208E+0	52.336240E-12	355.15565E-3	115.34376E-6
666.33266E-12	-235.42287E-15	0.0000000E+0	-16.314246E-9	-1.0405500E+0	48.127818E-12	25.357945E-3	196.46091E-6	-234.83776E-15	0.0000000E+0	-16.314246E-9	3.1712072E+0	58.217514E-12	394.78412E-3	68.156638E-6
664.08817E-12	-242.63594E-15	0.0000000E+0	-16.316491E-9	-5.7643967E+0	42.071464E-12	-480.19934E-3	282.59339E-6	-245.66942E-15	0.0000000E+0	-16.316491E-9	4.3095794E+0	56.542909E-12	341.32221E-3	116.56424E-6
661.84369E-12	-227.01333E-15	0.0000000E+0	-16.318735E-9	1.9271955E+0	56.011317E-12	106.16457E-3	132.39068E-6	-243.78926E-15	0.0000000E+0	-16.318735E-9	3.0820231E+0	62.340480E-12	127.48447E-3	85.276602E-6
659.59921E-12	-253.94273E-15	0.0000000E+0	-16.320980E-9	2.8121278E+0	54.027352E-12	258.50284E-3	131.95381E-6	-243.08398E-15	0.0000000E+0	-16.320980E-9	2.2611084E+0	54.042711E-12	-867.05125E-6	209.57533E-6
657.35473E-12	-245.23745E-15	0.0000000E+0	-16.323224E-9	-51.429592E-3	49.519128E-12	51.113691E-3	172.72391E-6	-234.79038E-15	0.0000000E+0	-16.323224E-9	-4.3795576E+0	45.298622E-12	-535.51692E-3	304.81556E-6
655.11024E-12	-233.17589E-15	0.0000000E+0	-16.325469E-9	336.43261E-3	55.572789E-12	88.426657E-3	98.941506E-6	-242.66258E-15	0.0000000E+0	-16.325469E-9	-885.72866E-3	47.928439E-12	-146.68183E-3	257.25862E-6
652.86576E-12	-232.13598E-15	0.0000000E+0	-16.327713E-9	1.8600976E+0	48.432713E-12	300.36819E-3	167.37060E-6	-245.87924E-15	0.0000000E+0	-16.327713E-9	-1.7349584E+0	52.394592E-12	-216.00759E-3	206.70673E-6
650.62122E-12	-224.57428E-15	0.0000000E+0	-16.329958E-9	-1.1658220E+0	53.080963E-12	62.728241E-3	118.42711E-6	-236.40863E-15	0.0000000E+0	-16.329958E-9	-2.3193088E+0	51.575355E-12	-211.02776E-3	225.72193E-6
648.37674E-12	-225.80501E-15	0.0000000E+0	-16.332201E-9	-1.8070922E+0	51.599693E-12	-60.334168E-3	121.10875E-6	-243.17790E-15	0.0000000E+0	-16.332201E-9	-1.8832877E+0	48.377628E-12	-122.46909E-3	256.10466E-6
646.13226E-12	-237.32798E-15	0.0000000E+0	-16.334447E-9	900.13039E-3	50.155730E-12	154.98683E-3	131.31447E-6	-232.30774E-15	0.0000000E+0	-16.334447E-9	1.6084706E+0	44.419475E-12	208.58082E-3	288.36526E-6
643.88778E-12	-252.90829E-15	0.0000000E+0	-16.336690E-9	-772.81743E-3	43.474117E-12	1.2852959E-3	223.55966E-6	-221.74642E-15	0.0000000E+0	-16.336690E-9	549.69311E-3	43.055989E-12	39.636903E-3	279.71575E-6
641.64329E-12	-234.80135E-15	0.0000000E+0	-16.338936E-9	-1.4828870E+0	45.595739E-12	-79.803206E-3	218.23995E-6	-250.27379E-15	0.0000000E+0	-16.338936E-9	-103.47009E-3	47.519384E-12	12.929614E-3	211.88389E-6
639.39881E-12	-240.91232E-15	0.0000000E+0	-16.341179E-9	-8.5709858E+0	39.831336E-12	-824.90957E-3	312.66036E-6	-238.09630E-15	0.0000000E+0	-16.341179E-9	-2.8088996E+0	47.344777E-12	-152.66219E-3	209.70931E-6
637.15433E-12	-230.99112E-15	0.0000000E+0	-16.343424E-9	1.6692519E+0	48.309124E-12	-37.849505E-3	236.86019E-6	-227.24264E-15	0.0000000E+0	-16.343424E-9	-2.4337583E+0	46.497448E-12	-7.7350875E-3	205.58624E-6
634.90985E-12	-213.58311E-15	0.0000000E+0	-16.345670E-9	3.9636416E+0	49.143668E-12	253.56090E-3	229.89267E-6	-234.51876E-15	0.0000000E+0	-16.345670E-9	3.1053584E+0	50.951469E-12	374.93882E-3	156.49461E-6
632.66536E-12	-233.86214E-15	0.0000000E+0	-16.347913E-9	588.35304E-3	52.831909E-12	20.961694E-3	187.20371E-6	-241.29562E-15	0.0000000E+0	-16.347913E-9	1.0699246E+0	50.705422E-12	174.17195E-3	158.26110E-6
630.42083E-12	-234.08467E-15	0.0000000E+0	-16.350159E-9	1.9048742E+0	51.773582E-12	138.20931E-3	190.62911E-6	-224.81755E-15	0.0000000E+0	-16.350159E-9	2.2800245E+0	53.054883E-12	206.80289E-3	142.64545E-6
628.17634E-12	-234.94732E-15	0.0000000E+0	-16.352402E-9	-2.1868346E+0	48.099306E-12	-185.02958E-3	229.74862E-6	-246.07177E-15	0.0000000E+0	-16.352402E-9	388.19432E-3	48.072404E-12	34.044400E-3	193.03510E-6
625.93186E-12	-235.63145E-15	0.0000000E+0	-16.354647E-9	1.6356673E+0	47.667877E-12	150.00828E-3	245.10655E-6	-236.73525E-15	0.0000000E+0	-16.354647E-9	-20.443887E-3	51.944549E-12	-6.1141718E-3	152.95448E-6
623.68738E-12	-242.27674E-15	0.0000000E+0	-16.356891E-9	-503.87585E-3	51.673187E-12	-27.216258E-3	204.00422E-6	-227.55064E-15	0.0000000E+0	-16.356891E-9	-5.4107270E+0	49.702440E-12	-396.41318E-3	173.38766E-6
621.44290E-12	-252.69972E-15	0.0000000E+0	-16.359136E-9	-551.46241E-3	53.680994E-12	-56.030571E-3	168.12561E-6	-241.68444E-15	0.0000000E+0	-16.359136E-9	-455.15123E-3	53.861426E-12	114.38338E-3	145.36738E-6
619.19841E-12	-214.58116E-15	0.0000000E+0	-16.361380E-9	-3.5508854E+0	55.507172E-12	-383.09288E-3	131.43593E-6	-235.05183E-15	0.0000000E+0	-16.361380E-9	1.9385024E+0	50.142668E-12	287.87547E-3	190.85019E-6
616.95393E-12	-240.78116E-15	0.0000000E+0	-16.363625E-9	3.2078145E+0	47.894116E-12	206.31319E-3	211.66237E-6	-235.62088E-15	0.0000000E+0	-16.363625E-9	-921.12416E-3	45.965089E-12	25.683198E-3	232.85799E-6
614.70939E-12	-252.95865E-15	0.0000000E+0	-16.365869E-9	-474.70441E-3	50.971966E-12	-62.528871E-3	178.02234E-6	-220.69338E-15	0.0000000E+0	-16.365869E-9	2.5870366E+0	47.096712E-12	323.75142E-3	197.79817E-6
612.46491E-12	-241.89681E-15	0.0000000E+0	-16.368114E-9	-2.4125810E+0	48.599860E-12	-269.85475E-3	205.63745E-6	-232.17618E-15	0.0000000E+0	-16.368114E-9	2.8248763E+0	53.553752E-12	260.85916E-3	129.10985E-6
610.22043E-12	-236.44376E-15	0.0000000E+0	-16.370358E-9	-502.21813E-3	41.774983E-12	-157.23538E-3	304.29396E-6	-232.46850E-15	0.0000000E+0	-16.370358E-9	5.2234716E+0	53.920545E-12	313.91183E-3	142.80963E-6
607.97595E-12	-240.01835E-15	0.0000000E+0	-16.372603E-9	-2.3154933E+0	46.363597E-12	-336.78702E-3	276.08708E-6	-228.69125E-15	0.0000000E+0	-16.372603E-9	-3.7693684E+0	50.466967E-12	-454.09146E-3	180.90066E-6
605.73146E-12	-225.02825E-15	0.0000000E+0	-16.374846E-9	-1.6969696E+0	46.892847E-12	-326.97371E-3	278.58792E-6	-235.45586E-15	0.0000000E+0	-16.374846E-9	-942.05719E-3	53.718387E-12	-143.83797E-3	155.53011E-6
603.48698E-12	-217.73691E-15	0.0000000E+0	-16.377092E-9	4.4978401E-3	52.152536E-12	-218.16356E-3	225.49742E-6	-220.34730E-15	0.0000000E+0	-16.377092E-9	3.8669667E+0	49.511374E-12	162.75042E-3	209.41258E-6
601.24250E-12	-237.29795E-15	0.0000000E+0	-16.379337E-9	-2.1861222E+0	55.025571E-12	-444.41783E-3	179.42522E-6	-229.33096E-15	0.0000000E+0	-16.379337E-9	-2.2350068E+0	46.580070E-12	-358.30730E-3	228.25872E-6
598.99802E-12	-232.30858E-15	0.0000000E+0	-16.381581E-9	2.2348790E+0	57.285541E-12	-43.069776E-3	135.26966E-6	-238.44070E-15	0.0000000E+0	-16.381581E-9	1.7898401E+0	50.404979E-12	-34.941431E-3	189.52928E-6
596.75354E-12	-233.17844E-15	0.0000000E+0	-16.383826E-9	6.0516167E+0	49.868287E-12	404.20595E-3	199.46837E-6	-227.29933E-15	0.0000000E+0	-16.383826E-9	-3.6124420E+0	50.441439E-12	-469.71932E-3	186.97316E-6
594.50900E-12	-237.72992E-15	0.0000000E+0	-16.386069E-9	4.9472561E+0	51.205231E-12	449.50831E-3	188.58754E-6	-244.54234E-15	0.0000000E+0	-16.386069E-9	4.3239098E+0	48.396745E-12	262.93746E-3	201.42649E-6
592.26452E-12	-228.79872E-15	0.0000000E+0	-16.388315E-9	-1.4574205E+0	55.404951E-12	-77.026434E-3	125.82522E-6	-232.53450E-15	0.0000000E+0	-16.388315E-9	-3.7095418E+0	43.794239E-12	-501.36173E-3	241.98442E-6
590.02003E-12	-235.69701E-15	0.0000000E+0	-16.390558E-9	-1.7641405E+0	52.769553E-12	-133.59462E-3	135.47004E-6	-233.34977E-15	0.0000000E+0	-16.390558E-9	-261.95151E-3	44.222816E-12	-123.91405E-3	214.51279E-6
587.77555E-12	-239.44464E-15	0.0000000E+0	-16.392804E-9	1.4479103E+0	50.917357E-12	123.86581E-3	157.11023E-6	-224.51717E-15	0.0000000E+0	-16.392804E-9	66.701815E-3	45.789553E-12	-123.90840E-3	173.40950E-6
585.53107E-12	-241.03248E-15	0.0000000E+0	-16.395047E-9	-5.7544475E+0	56.188835E-12	-548.82330E-3	80.920989E-6	-249.05363E-15	0.0000000E+0	-16.395047E-9	-3.2793930E+0	50.983426E-12	-350.70169E-3	115.45254E-6
583.28659E-12	-232.06911E-15	0.0000000E+0	-16.397292E-9	-1.4396248E+0	51.308676E-12	-294.18716E-3	117.60621E-6	-233.14120E-15	0.0000000E+0	-16.397292E-9	-2.1054981E+0	49.204970E-12	-171.29208E-3	136.27786E-6
581.04210E-12	-233.58374E-15	0.0000000E+0	-16.399536E-9	-3.5235763E+0	48.738871E-12	-549.08097E-3	151.08706E-6	-260.74455E-15	0.0000000E+0	-16.399536E-9	189.80151E-3	50.283715E-12	50.961554E-3	126.69353E-6
578.79762E-12	-234.02249E-15	0.0000000E+0	-16.401781E-9	1.6495857E+0	50.516442E-12	-100.82772E-3	127.77188E-6	-231.35622E-15	0.0000000E+0	-16.401781E-9	431.21868E-3	46.786457E-12	94.350092E-3	161.14567E-6
576.55314E-12	-225.18013E-15	0.0000000E+0	-16.404025E-9	1.3633322E+0	51.928076E-12	-75.269118E-3	113.10293E-6	-245.47860E-15	0.0000000E+0	-16.404025E-9	896.68196E-3	53.998681E-12	89.762710E-3	83.988722E-6
574.30860E-12	-252.49155E-15	0.0000000E+0	-16.406270E-9	4.9292995E-3	48.452756E-12	-229.18858E-3	149.54615E-6	-224.33185E-15	0.0000000E+0	-16.406270E-9	1.3341750E+0	55.276717E-12	87.558083E-3	92.522583E-6
572.06412E-12	-240.23920E-15	0.0000000E+0	-16.408514E-9	3.9540269E+0	44.368120E-12	244.20045E-3	208.27771E-6	-247.14597E-15	0.0000000E+0	-16.408514E-9	3.1229155E+0	49.186284E-12	212.89533E-3	161.11918E-6
569.81964E-12	-229.84585E-15	0.0000000E+0	-16.410759E-9	-2.8998878E+0	46.940615E-12	-363.82914E-3	199.82432E-6	-248.85817E-15	0.0000000E+0	-16.410759E-9	3.8774786E+0	51.561089E-12	190.63219E-3	141.90377E-6
567.57515E-12	-238.62726E-15	0.0000000E+0	-16.413004E-9	2.8315952E+0	52.754856E-12	119.98411E-3	135.21200E-6	-232.33523E-15	0.0000000E+0	-16.413004E-9	5.1198487E+0	51.524576E-12	157.61097E-3	147.30946E-6
565.33067E-12	-222.89339E-15	0.0000000E+0	-16.415248E-9	2.0631053E+0	49.484809E-12	128.60811E-3	165.66715E-6	-220.89519E-15	0.0000000E+0	-16.415248E-9	-2.6764777E+0	47.445780E-12	-544.53510E-3	189.01599E-6
563.08619E-12	-227.67121E-15	0.0000000E+0	-16.417493E-9	1.9445194E+0	58.428887E-12	116.43347E-3	52.918309E-6	-224.43721E-15	0.0000000E+0	-16.417493E-9	1.4293821E+0	50.550848E-12	-221.78264E-3	157.23052E-6
560.84171E-12	-229.97489E-15	0.0000000E+0	-16.419737E-9	-866.17285E-3	52.401278E-12	-98.533288E-3	100.67130E-6	-237.96346E-15	0.0000000E+0	-16.419737E-9	-445.82576E-3	48.483488E-12	-398.19637E-3	178.37317E-6
558.59717E-12	-239.23989E-15	0.0000000E+0	-16.421982E-9	-3.3591456E+0	51.133084E-12	-364.03963E-3	106.27923E-6	-239.58301E-15	0.0000000E+0	-16.421982E-9	-3.4304094E+0	48.014724E-12	-583.60088E-3	170.18101E-6
556.35274E-12	-241.02739E-15	0.0000000E+0	-16.424226E-9	3.2302299E+0	49.259867E-12	170.30637E-3	126.73644E-6	-235.22994E-15	0.0000000E+0	-16.424226E-9	-2.1089592E+0	49.087880E-12	-370.02623E-3	155.42145E-6
554.10820E-12	-218.03222E-15	0.0000000E+0	-16.426471E-9	1.5975071E+0	48.274610E-12	155.53160E-3	139.68082E-6	-214.42124E-15	0.0000000E+0	-16.426471E-9	1.7484303E+0	55.297392E-12	-55.432238E-3	100.39923E-6
551.86372E-12	-235.50240E-15	0.0000000E+0	-16.428714E-9	-1.5772200E+0	50.402540E-12	-123.45044E-3	119.75992E-6	-231.80682E-15	0.0000000E+0	-16.428714E-9	-2.8866627E+0	49.081701E-12	-451.37709E-3	168.25697E-6
549.61924E-12	-224.93178E-15	0.0000000E+0	-16.430960E-9	-1.4158179E+0	46.633728E-12	-147.13031E-3	165.68949E-6	-253.71426E-15	0.0000000E+0	-16.430960E-9	3.9368436E+0	53.083867E-12	124.49728E-3	130.04796E-6
547.37476E-12	-224.95294E-15	0.0000000E+0	-16.433203E-9	-1.9106758E+0	41.291612E-12	-255.18507E-3	247.06902E-6	-233.42466E-15	0.0000000E+0	-16.433203E-9	2.3952620E+0	52.479042E-12	-90.807155E-3	144.71641E-6
545.13027E-12	-245.86699E-15	0.0000000E+0	-16.435449E-9	-1.9927503E+0	48.401800E-12	-308.97263E-3	187.41423E-6	-232.66396E-15	0.0000000E+0	-16.435449E-9	1.2470230E+0	53.624587E-12	-253.58111E-3	150.20967E-6
542.88579E-12	-235.76386E-15	0.0000000E+0	-16.437692E-9	-3.3028102E+0	47.595400E-12	-466.50150E-3	204.94814E-6	-241.66200E-15	0.0000000E+0	-16.437692E-9	-3.4054642E+0	49.747140E-12	-644.25665E-3	194.01529E-6
540.64131E-12	-220.06172E-15	0.0000000E+0	-16.439937E-9	-1.3125757E+0	47.924123E-12	-345.05853E-3	211.93700E-6	-251.74060E-15	0.0000000E+0	-16.439937E-9	4.1320901E+0	44.796385E-12	77.046283E-3	235.73438E-6
538.39677E-12	-245.21799E-15	0.0000000E+0	-16.442183E-9	-533.01054E-3	45.372192E-12	-294.20969E-3	240.49332E-6	-224.28617E-15	0.0000000E+0	-16.442183E-9	3.6429169E+0	49.753049E-12	-144.02308E-3	171.88449E-6
536.15234E-12	-239.29445E-15	0.0000000E+0	-16.444426E-9	-1.6032996E+0	46.385677E-12	-400.51746E-3	250.92307E-6	-232.59162E-15	0.0000000E+0	-16.444426E-9	-4.6471319E+0	42.381047E-12	-881.35028E-3	239.30600E-6
533.90781E-12	-229.29372E-15	0.0000000E+0	-16.446672E-9	-3.7544308E+0	46.293778E-12	-702.58844E-3	261.55048E-6	-255.42266E-15	0.0000000E+0	-16.446672E-9	-1.4404255E+0	45.249735E-12	-466.24368E-3	177.50481E-6
531.66332E-12	-241.37728E-15	0.0000000E+0	-16.448915E-9	3.6952150E+0	52.889804E-12	-6.2797656E-3	197.61178E-6	-224.68640E-15	0.0000000E+0	-16.448915E-9	-3.9055035E+0	50.084315E-12	-617.06889E-3	118.58810E-6
529.41884E-12	-250.85806E-15	0.0000000E+0	-16.451160E-9	4.5741916E+0	50.559428E-12	148.76124E-3	211.42652E-6	-219.74948E-15	0.0000000E+0	-16.451160E-9	-3.0462227E+0	49.409456E-12	-392.62715E-3	127.65273E-6
527.17436E-12	-233.96197E-15	0.0000000E+0	-16.453404E-9	-1.0506439E+0	50.320501E-12	-267.68562E-3	215.92197E-6	-237.83696E-15	0.0000000E+0	-16.453404E-9	2.0055480E+0	53.067467E-12	2.7340248E-3	85.535823E-6
524.92988E-12	-225.66794E-15	0.0000000E+0	-16.455649E-9	4.0352063E+0	51.167244E-12	203.63159E-3	202.91156E-6	-242.63764E-15	0.0000000E+0	-16.455649E-9	-392.28585E-3	52.311825E-12	-201.99710E-3	109.44902E-6
522.68539E-12	-224.31155E-15	0.0000000E+0	-16.457893E-9	2.0197847E+0	48.924316E-12	107.68607E-3	231.71217E-6	-233.16573E-15	0.0000000E+0	-16.457893E-9	-1.3154312E+0	57.367076E-12	-297.27098E-3	73.521136E-6
520.44091E-12	-251.79349E-15	0.0000000E+0	-16.460138E-9	642.00306E-3	46.280237E-12	37.263107E-3	265.35874E-6	-227.14788E-15	0.0000000E+0	-16.460138E-9	-136.52833E-3	55.439143E-12	-175.72169E-3	120.48186E-6
518.19637E-12	-258.16632E-15	0.0000000E+0	-16.462382E-9	-1.2131402E+0	51.241698E-12	-93.694299E-3	211.19951E-6	-243.67712E-15	0.0000000E+0	-16.462382E-9	-1.6855093E+0	43.032623E-12	-274.38053E-3	250.69460E-6
515.95195E-12	-247.73827E-15	0.0000000E+0	-16.464627E-9	-745.47499E-3	50.612202E-12	-142.19986E-3	218.04517E-6	-236.70437E-15	0.0000000E+0	-16.464627E-9	2.3328640E+0	47.823058E-12	58.292829E-3	185.40338E-6
513.70741E-12	-232.57809E-15	0.0000000E+0	-16.466871E-9	-1.0086769E+0	55.824664E-12	-188.96143E-3	150.49445E-6	-241.62690E-15	0.0000000E+0	-16.466871E-9	1.4355927E+0	52.997391E-12	-91.373123E-3	124.78721E-6
511.46293E-12	-219.34375E-15	0.0000000E+0	-16.469116E-9	-2.9564850E+0	57.176628E-12	-391.01577E-3	111.36585E-6	-222.46396E-15	0.0000000E+0	-16.469116E-9	1.5849091E+0	48.635845E-12	-124.28238E-3	177.72347E-6
509.21845E-12	-231.42688E-15	0.0000000E+0	-16.471359E-9	-3.4982908E+0	51.560679E-12	-517.35961E-3	159.03266E-6	-225.39548E-15	0.0000000E+0	-16.471359E-9	1.3398293E+0	46.109547E-12	-124.62495E-3	197.30403E-6
506.97396E-12	-230.91918E-15	0.0000000E+0	-16.473605E-9	438.50735E-3	52.949235E-12	-233.87463E-3	133.68654E-6	-233.93489E-15	0.0000000E+0	-16.473605E-9	-2.8060994E+0	45.918245E-12	-529.54531E-3	185.70210E-6
504.72948E-12	-233.71067E-15	0.0000000E+0	-16.475850E-9	4.4035168E+0	49.362278E-12	180.08462E-3	168.88985E-6	-239.85715E-15	0.0000000E+0	-16.475850E-9	-450.93817E-3	47.062597E-12	-260.04085E-3	160.86873E-6
502.48500E-12	-242.27080E-15	0.0000000E+0	-16.478094E-9	-602.38153E-3	46.101161E-12	-197.96054E-3	209.70253E-6	-236.29441E-15	0.0000000E+0	-16.478094E-9	-419.55164E-3	54.889236E-12	-251.78301E-3	73.235242E-6
500.24052E-12	-222.98224E-15	0.0000000E+0	-16.480339E-9	658.28043E-3	50.566794E-12	-125.45513E-3	171.51321E-6	-220.28469E-15	0.0000000E+0	-16.480339E-9	3.3995681E+0	51.832785E-12	77.503040E-3	123.00159E-6
497.99598E-12	-228.35534E-15	0.0000000E+0	-16.482582E-9	-3.5193653E+0	51.561637E-12	-493.70039E-3	153.02876E-6	-224.07801E-15	0.0000000E+0	-16.482582E-9	-2.4143527E+0	43.024175E-12	-456.88000E-3	201.29986E-6
495.75150E-12	-220.47719E-15	0.0000000E+0	-16.484828E-9	-2.8604040E+0	52.451349E-12	-609.35819E-3	133.52373E-6	-220.34688E-15	0.0000000E+0	-16.484828E-9	489.86685E-3	52.463530E-12	-224.75687E-3	86.028711E-6
493.50701E-12	-208.33144E-15	0.0000000E+0	-16.487071E-9	2.2327430E+0	53.881809E-12	-121.72919E-3	110.67040E-6	-244.21784E-15	0.0000000E+0	-16.487071E-9	-1.9180585E+0	52.813628E-12	-403.29596E-3	96.537617E-6
491.26253E-12	-241.79359E-15	0.0000000E+0	-16.489317E-9	5.2322145E+0	48.987200E-12	270.28260E-3	150.33880E-6	-221.19134E-15	0.0000000E+0	-16.489317E-9	1.5350949E+0	51.905980E-12	-104.59904E-3	123.13729E-6
489.01805E-12	-224.97916E-15	0.0000000E+0	-16.491560E-9	1.0864089E+0	44.768984E-12	11.409677E-3	210.46230E-6	-246.83500E-15	0.0000000E+0	-16.491560E-9	750.26780E-3	54.388920E-12	-205.71811E-3	102.58613E-6
486.77357E-12	-218.93336E-15	0.0000000E+0	-16.493805E-9	-2.6866035E+0	54.379262E-12	-407.77937E-3	112.40621E-6	-222.65054E-15	0.0000000E+0	-16.493805E-9	-2.0540926E+0	48.503597E-12	-424.33077E-3	171.39771E-6
484.52908E-12	-248.00228E-15	0.0000000E+0	-16.496049E-9	-1.8524668E+0	56.906185E-12	-380.61145E-3	61.721512E-6	-235.98048E-15	0.0000000E+0	-16.496049E-9	-682.15418E-3	45.031104E-12	-294.75644E-3	196.89955E-6
482.28460E-12	-223.42732E-15	0.0000000E+0	-16.498294E-9	4.5568409E+0	50.041218E-12	227.43475E-3	124.69944E-6	-222.20546E-15	0.0000000E+0	-16.498294E-9	3.2209055E+0	48.385136E-12	40.891837E-3	143.94874E-6
480.04012E-12	-242.90755E-15	0.0000000E+0	-16.500538E-9	-2.4740260E+0	51.779810E-12	-323.04701E-3	106.06446E-6	-228.41077E-15	0.0000000E+0	-16.500538E-9	3.1997879E+0	56.224185E-12	-43.621942E-3	67.426939E-6
477.79558E-12	-225.82236E-15	0.0000000E+0	-16.502783E-9	789.19935E-3	44.961691E-12	-85.720740E-3	181.76336E-6	-229.76716E-15	0.0000000E+0	-16.502783E-9	-58.279518E-3	59.105866E-12	-386.17581E-3	62.576946E-6
475.55110E-12	-224.39490E-15	0.0000000E+0	-16.505027E-9	-1.0077345E+0	44.739570E-12	-213.31233E-3	205.16261E-6	-235.91575E-15	0.0000000E+0	-16.505027E-9	1.3660133E+0	53.745012E-12	-251.84208E-3	152.44128E-6
